0,41,11.29,06,15
1,41,11.29,06,20
2,41,11.29,06,25
3,41,11.29,06,30
4,41,11.29,06,43
5,41,11.29,06,45
6,41,11.29,06,50
7,41,11.29,06,55
8,41,11.29,07,00
9,30,11.29,07,05
10,30,11.29,07,15
11,30,11.29,07,20
12,30,11.29,07,25
13,30,11.29,07,30
14,30,11.29,07,35
15,30,11.29,07,40
16,34,11.29,07,45
17,34,11.29,07,50
18,34,11.29,07,55
19,34,11.29,08,00
20,34,11.29,08,05
21,34,11.29,08,10
22,37,11.29,08,15
23,40,11.29,08,20
24,40,11.29,08,25
25,37,11.29,08,30
26,37,11.29,08,35
27,37,11.29,08,40
28,37,11.29,08,45
29,37,11.29,08,50
30,37,11.29,08,55
31,37,11.29,09,00
32,37,11.29,09,05
33,37,11.29,09,10
34,37,11.29,09,15
35,37,11.29,09,20
36,37,11.29,09,25
37,37,11.29,09,30
38,37,11.29,09,35
39,37,11.29,09,40
40,49,11.29,09,45
41,49,11.29,09,50
42,43,11.29,09,55
43,43,11.29,10,00
44,43,11.29,10,05
45,43,11.29,10,10
46,43,11.29,10,16
47,43,11.29,10,20
48,43,11.29,10,25
49,46,11.29,10,30
50,46,11.29,10,35
51,46,11.29,10,40
52,46,11.29,10,45
53,46,11.29,10,50
54,46,11.29,10,55
55,46,11.29,11,00
56,46,11.29,11,05
57,46,11.29,11,10
58,46,11.29,11,15
59,46,11.29,11,20
60,46,11.29,11,25
61,46,11.29,11,30
62,42,11.29,11,35
63,42,11.29,11,40
64,42,11.29,11,45
65,42,11.29,11,50
66,42,11.29,11,55
67,42,11.29,12,05
68,42,11.29,12,10
69,42,11.29,12,15
70,42,11.29,12,20
71,42,11.29,12,25
72,42,11.29,12,35
73,42,11.29,12,40
74,42,11.29,12,45
75,42,11.29,12,50
76,42,11.29,12,55
77,43,11.29,13,00
78,43,11.29,13,05
79,42,11.29,13,10
80,42,11.29,13,15
81,43,11.29,13,22
82,43,11.29,13,25
83,43,11.29,13,30
84,43,11.29,13,35
85,43,11.29,13,40
86,43,11.29,13,45
87,43,11.29,13,50
88,43,11.29,13,55
89,43,11.29,14,00
90,38,11.29,14,05
91,38,11.29,14,10
92,39,11.29,14,15
93,40,11.29,14,20
94,40,11.29,14,25
95,39,11.29,14,30
96,39,11.29,14,35
97,39,11.29,14,40
98,39,11.29,14,45
99,40,11.29,14,50
100,42,11.29,14,55
101,40,11.29,15,00
102,40,11.29,15,05
103,42,11.29,15,10
104,44,11.29,15,15
105,43,11.29,15,20
106,43,11.29,15,25
107,43,11.29,15,30
108,43,11.29,15,35
109,39,11.29,15,40
110,38,11.29,15,45
111,38,11.29,15,50
112,38,11.29,15,55
113,43,11.29,16,00
114,43,11.29,16,10
115,43,11.29,16,15
116,44,11.29,16,20
117,44,11.29,16,25
118,42,11.29,16,30
119,42,11.29,16,35
120,42,11.29,16,40
121,41,11.29,16,45
122,41,11.29,16,50
123,42,11.29,16,55
124,44,11.29,17,00
125,44,11.29,17,05
126,44,11.29,17,10
127,43,11.29,17,15
128,44,11.29,17,20
129,43,11.29,17,25
130,43,11.29,17,30
