device_id,pollution,timestamp,lat,lon
28C2DDDD450C,4,2016-12-19T11:20:00Z,25.052,121.563
28C2DDDD4505,5,2016-12-19T11:20:00Z,24.996,121.548
28C2DDDD4501,0,2016-12-19T11:20:00Z,25.057,121.613
28C2DDDD44F8,40,2016-12-19T11:20:00Z,23.954,120.575
28C2DDDD44AA,45,2016-12-19T11:20:00Z,23.848,120.286
28C2DDDD443A,6,2016-12-19T11:20:00Z,25.04,121.578
28C2DDDD441E,2,2016-12-19T11:20:00Z,25.155,121.503
28C2DDDD4414,10,2016-12-19T11:20:00Z,25.04,121.619
28C2DDDD4413,10,2016-12-19T11:20:00Z,25.063,121.526
28C2DDDD4408,8,2016-12-19T11:10:00Z,25.059,121.551
28C2DDDD43FD,9,2016-12-19T11:20:00Z,25.053,121.593
28C2DDDD43FC,10,2016-12-19T11:20:00Z,25.031,121.563
28C2DDDD4394,9,2016-12-19T11:20:00Z,25.047,121.57
28C2DDDD4378,8,2016-12-19T11:20:00Z,25.056,121.562
28C2DDDD4377,7,2016-12-19T11:20:00Z,25.033,121.492
28C2DDDD4373,6,2016-12-19T11:20:00Z,25.128,121.576
28C2DDDD436F,12,2016-12-19T11:20:00Z,25.023,121.498
28C2DDDD436E,10,2016-12-19T11:20:00Z,25.022,121.522
28C2DDDD4363,27,2016-12-19T11:20:00Z,25.05,121.443
28C2DDDD4360,7,2016-12-19T11:20:00Z,25.08,121.522
28C2DDDD435C,16,2016-12-19T11:20:00Z,1.324,103.951
28C2DDDD435A,5,2016-12-19T11:20:00Z,24.999,121.559
28C2DDDD4357,10,2016-12-19T10:50:00Z,24.987,121.55
28C2DDDD4354,6,2016-12-19T11:20:00Z,24.99,121.57
28C2DDDD4353,9,2016-12-19T11:20:00Z,25.053,121.513
28C2DDDD434D,6,2016-12-19T11:20:00Z,25.067,121.611
28C2DDDD4346,5,2016-12-19T11:20:00Z,25.025,121.514
28C2DDDD4344,4,2016-12-19T11:20:00Z,25.086,121.518
28C2DDDD4343,56,2016-12-19T11:20:00Z,23.482,120.462
28C2DDDD4342,11,2016-12-19T11:20:00Z,25.028,121.556
28C2DDDD433C,5,2016-12-19T11:20:00Z,25.094,121.545
28C2DDDD4333,10,2016-12-19T11:20:00Z,25.008,121.516
28C2DDDD4332,1,2016-12-19T11:20:00Z,25.148,121.409
28C2DDDD432A,15,2016-12-19T11:20:00Z,35.174,128.558
28C2DDDD4321,6,2016-12-19T11:20:00Z,25.071,121.629
28C2DDDD431C,35,2016-12-19T11:20:00Z,37.46,126.948
28C2DDDD4305,8,2016-12-19T11:20:00Z,25.063,121.541
28C2DDDD42F7,5,2016-12-19T11:20:00Z,24.998,121.539
28C2DDDD42C7,17,2016-12-19T11:20:00Z,24.983,121.534
28C2DDDD4246,3,2016-12-19T11:20:00Z,25.126,121.507
28C2DDDD4244,5,2016-12-19T11:20:00Z,25.12,121.528
28C2DDDD4242,4,2016-12-19T11:20:00Z,25.105,121.531
28C2DDDD423C,10,2016-12-19T11:20:00Z,24.99,121.576
28C2DDDD4239,9,2016-12-19T11:20:00Z,25.134,121.496
28C2DDDD4237,39,2016-12-19T11:20:00Z,34.891,128.69
28C2DDDD4233,10,2016-12-19T11:20:00Z,25.04,121.52
28C2DDDD41FA,7,2016-12-19T11:20:00Z,25.056,121.552
28C2DDDD41ED,12,2016-12-19T11:20:00Z,25.059,121.567
28C2DDDD41EB,9,2016-12-19T11:20:00Z,25.119,121.505
28C2DDDD41C7,71,2016-12-19T11:20:00Z,23.464,120.251
28C2DDDD41B2,3,2016-12-19T11:20:00Z,25.073,121.536
28C2DDDD415F,28,2016-12-19T11:20:00Z,22.996,120.222
28C2DDDD415C,11,2016-12-19T11:20:00Z,23.741,120.755
28C2DDDD4154,15,2016-12-19T11:20:00Z,1.37,103.949
28C2DDDD4149,12,2016-12-19T11:20:00Z,25.069,121.615
28C2DDDD4140,22,2016-12-19T11:20:00Z,1.306,103.92
28C2DDDD40FD,14,2016-12-19T11:20:00Z,25.039,121.621
28C2DDDD40F0,35,2016-12-19T11:20:00Z,25.062,121.451
28C2DDDD40E8,41,2016-12-19T11:20:00Z,25.053,121.513
28C2DDDD40E0,18,2016-12-19T11:20:00Z,1.28,103.817
28C2DDDD4023,6,2016-12-19T11:20:00Z,25.112,121.528
28C2DDDD400A,9,2016-12-19T11:20:00Z,25.049,121.548
28C2DDDD4003,5,2016-12-19T11:20:00Z,25.08,121.58
28C2DDDD3FFA,13,2016-12-19T11:20:00Z,25.039,121.621
28C2DDDD3FE7,17,2016-12-19T11:20:00Z,35.706,139.903
