801F02000010,11,2016-12-07T05:45:01Z
74DA38A86962,44,2016-12-05T08:55:00Z
74DA38A86960,24,2016-12-07T05:45:01Z
74DA38A8695E,32,2016-12-07T05:45:01Z
74DA38A8695C,27,2016-12-07T05:45:01Z
74DA38A8695A,18,2016-12-07T05:45:01Z
74DA38A86958,32,2016-12-07T05:45:01Z
74DA38A86956,30,2016-12-07T05:45:01Z
74DA38A86954,30,2016-12-07T05:45:01Z
74DA38A86952,42,2016-12-07T05:45:01Z
74DA38A86950,23,2016-12-07T05:45:01Z
74DA38A8694C,23,2016-12-07T05:45:01Z
74DA38A8694A,31,2016-12-07T05:45:01Z
74DA38A86948,42,2016-12-07T05:45:01Z
74DA38A86946,16,2016-12-07T05:45:01Z
74DA38A86944,29,2016-12-07T05:45:01Z
74DA38A86942,14,2016-12-07T05:45:01Z
74DA38A86940,8,2016-12-06T04:10:00Z
74DA38A8693E,38,2016-12-07T05:45:01Z
74DA38A8693C,17,2016-12-07T05:45:01Z
74DA38A8693A,21,2016-12-07T05:45:01Z
74DA38A86938,45,2016-12-07T05:45:01Z
74DA38A86934,18,2016-12-07T05:45:01Z
74DA38A86932,30,2016-12-07T05:45:01Z
74DA38A8692C,20,2016-12-07T05:45:01Z
74DA38A8692A,30,2016-12-07T05:45:01Z
74DA38A86928,29,2016-12-07T05:45:01Z
74DA38A86926,29,2016-12-07T05:45:01Z
74DA38A86922,28,2016-12-07T05:45:01Z
74DA38A86920,40,2016-12-07T05:45:01Z
74DA38A8691E,35,2016-12-07T05:45:01Z
74DA38A8691C,30,2016-12-07T05:45:01Z
74DA38A8691A,16,2016-12-07T05:45:01Z
74DA38A86918,43,2016-12-07T05:45:01Z
74DA38A86916,28,2016-12-07T05:45:01Z
74DA38A86914,37,2016-12-07T05:45:01Z
74DA38A86910,30,2016-12-07T05:45:01Z
74DA38A8690E,19,2016-12-07T05:45:01Z
74DA38A8690C,19,2016-12-07T03:50:00Z
74DA38A8690A,18,2016-12-07T05:45:01Z
74DA38A86908,13,2016-12-07T05:45:01Z
74DA38A86906,19,2016-12-07T05:45:01Z
74DA38A86902,16,2016-12-07T05:45:01Z
74DA38A86900,34,2016-12-07T05:45:01Z
74DA38A7952C,21,2016-12-07T05:45:01Z
74DA38A7794C,9,2016-12-07T05:45:01Z
74DA389B9A74,0,2016-12-07T05:45:01Z
74DA3895E14C,39,2016-12-07T05:45:01Z
74DA3895E142,23,2016-12-07T05:45:01Z
74DA3895E0E2,49,2016-12-06T17:45:00Z
74DA3895E0DE,30,2016-12-07T05:45:01Z
74DA3895E0DC,30,2016-12-07T05:45:01Z
74DA3895E0BE,39,2016-12-07T05:45:01Z
74DA3895E0B0,34,2016-12-07T05:45:01Z
74DA3895E0AE,37,2016-12-07T05:45:01Z
74DA3895E0AC,29,2016-12-07T05:45:01Z
74DA3895E0A8,46,2016-12-06T16:25:00Z
74DA3895E0A6,31,2016-12-07T05:45:01Z
74DA3895E0A4,33,2016-12-07T05:45:01Z
74DA3895E09C,23,2016-12-07T05:45:01Z
74DA3895E09A,3,2016-12-01T23:10:00Z
74DA3895E098,34,2016-12-07T05:45:01Z
74DA3895E096,19,2016-12-07T05:45:01Z
74DA3895E078,38,2016-12-07T05:45:01Z
74DA3895E076,53,2016-12-07T05:45:01Z
74DA3895E074,45,2016-12-07T05:45:01Z
74DA3895E072,33,2016-12-07T05:45:01Z
74DA3895E070,37,2016-12-07T05:45:01Z
74DA3895E06E,42,2016-12-07T05:45:01Z
74DA3895E068,77,2016-12-07T05:45:01Z
74DA3895E04C,84,2016-12-07T05:45:01Z
74DA3895DFF6,67,2016-12-07T05:45:01Z
74DA3895DFD0,34,2016-12-07T05:45:01Z
74DA3895DFCE,81,2016-12-07T05:45:01Z
74DA3895DFCC,29,2016-12-01T13:10:00Z
74DA3895DFCA,72,2016-12-07T05:45:01Z
74DA3895DFC8,62,2016-12-07T01:25:00Z
74DA3895DFC6,42,2016-12-07T05:45:01Z
74DA3895DFC4,33,2016-12-07T05:45:01Z
74DA3895DFBE,0,2016-12-07T05:45:01Z
74DA3895DFBC,12,2016-11-29T16:15:01Z
74DA3895DFB6,39,2016-12-07T05:45:01Z
74DA3895DFB4,41,2016-12-07T05:45:01Z
74DA3895DFB2,50,2016-12-06T09:15:00Z
74DA3895DFB0,37,2016-12-07T05:45:01Z
74DA3895DFAA,32,2016-12-07T05:45:01Z
74DA3895DFA6,38,2016-12-07T05:45:01Z
74DA3895DFA4,40,2016-12-07T05:45:01Z
74DA3895DFA2,36,2016-12-07T05:45:01Z
74DA3895DF9E,25,2016-12-07T05:45:01Z
74DA3895DF9C,40,2016-12-07T05:45:01Z
74DA3895C5B4,33,2016-12-07T05:45:01Z
74DA3895C5B0,57,2016-12-06T03:45:01Z
74DA3895C5AE,52,2016-12-06T03:45:01Z
74DA3895C5AA,52,2016-12-06T03:50:01Z
74DA3895C5A8,52,2016-12-06T03:50:01Z
74DA3895C5A2,57,2016-12-06T03:50:01Z
74DA3895C598,34,2016-12-07T05:45:01Z
74DA3895C596,42,2016-12-07T05:45:01Z
74DA3895C590,38,2016-12-07T05:45:01Z
74DA3895C58E,37,2016-12-07T05:45:01Z
74DA3895C588,40,2016-12-07T05:45:01Z
74DA3895C57E,39,2016-12-07T05:45:01Z
74DA3895C576,38,2016-12-07T05:45:01Z
74DA3895C572,36,2016-12-07T05:45:01Z
74DA3895C560,40,2016-12-07T05:45:01Z
74DA3895C55E,35,2016-12-07T05:45:01Z
74DA3895C55C,34,2016-12-07T05:45:01Z
74DA3895C55A,43,2016-12-07T05:45:01Z
74DA3895C54C,38,2016-12-07T05:45:01Z
74DA3895C54A,57,2016-12-07T05:45:01Z
74DA3895C540,51,2016-12-05T12:55:00Z
74DA3895C524,40,2016-12-07T05:45:01Z
74DA3895C514,52,2016-12-06T03:50:01Z
74DA3895C502,52,2016-12-06T03:45:01Z
74DA3895C4F2,48,2016-12-06T03:35:01Z
74DA3895C4F0,53,2016-12-06T03:50:01Z
74DA3895C4EC,53,2016-12-06T03:50:01Z
74DA3895C4EA,48,2016-12-06T03:30:01Z
74DA3895C4E8,52,2016-12-06T03:50:01Z
74DA3895C4E6,45,2016-12-06T03:50:01Z
74DA3895C4CE,42,2016-12-06T17:20:01Z
74DA3895C4CC,49,2016-12-06T03:40:00Z
74DA3895C4A8,54,2016-12-06T03:50:01Z
74DA3895C488,47,2016-12-06T03:45:01Z
74DA3895C486,49,2016-12-06T03:50:01Z
74DA3895C482,45,2016-12-06T03:50:01Z
74DA3895C47E,53,2016-12-06T03:40:00Z
74DA3895C47C,48,2016-12-06T03:50:01Z
74DA3895C46C,55,2016-12-06T03:45:01Z
74DA3895C466,39,2016-12-07T05:45:01Z
74DA3895C45A,54,2016-12-06T03:45:01Z
74DA3895C458,51,2016-12-06T03:40:00Z
74DA3895C446,49,2016-12-07T05:45:01Z
74DA3895C442,10,2016-12-07T05:45:01Z
74DA3895C440,75,2016-12-07T05:45:01Z
74DA3895C43E,1,2016-12-07T05:45:01Z
74DA3895C43A,52,2016-12-06T03:45:01Z
74DA3895C438,15,2016-12-07T04:25:00Z
74DA3895C436,34,2016-12-07T05:45:01Z
74DA3895C434,49,2016-12-06T03:50:01Z
74DA3895C432,55,2016-12-06T03:45:01Z
74DA3895C430,51,2016-12-06T03:45:01Z
74DA3895C42E,19,2016-12-07T05:45:01Z
74DA3895C41E,5,2016-12-07T05:45:01Z
74DA3895C41A,37,2016-12-07T05:45:01Z
74DA3895C418,37,2016-12-07T05:45:01Z
74DA3895C416,47,2016-12-06T03:45:01Z
74DA3895C410,37,2016-12-07T05:45:01Z
74DA3895C40E,33,2016-12-07T05:45:01Z
74DA3895C40A,28,2016-12-07T05:45:01Z
74DA3895C408,52,2016-12-06T03:50:01Z
74DA3895C406,14,2016-12-07T05:45:01Z
74DA3895C3FE,41,2016-12-07T01:30:00Z
74DA3895C3FC,52,2016-12-06T03:50:01Z
74DA3895C3F0,33,2016-12-07T05:45:01Z
74DA3895C3EC,39,2016-12-07T05:45:01Z
74DA3895C3EA,44,2016-12-07T05:45:01Z
74DA3895C3E8,39,2016-12-07T05:45:01Z
74DA3895C3E4,47,2016-12-06T03:45:01Z
74DA3895C3E2,37,2016-12-07T05:45:01Z
74DA3895C3DC,32,2016-12-07T05:45:01Z
74DA3895C3D8,54,2016-12-06T03:50:01Z
74DA3895C3CC,37,2016-12-07T05:45:01Z
74DA3895C3CA,32,2016-12-07T05:45:01Z
74DA3895C3C6,51,2016-12-06T03:45:01Z
74DA3895C3C4,52,2016-12-06T03:45:01Z
74DA3895C3C0,42,2016-12-07T05:45:01Z
74DA3895C3BE,39,2016-12-07T05:45:01Z
74DA3895C3BA,48,2016-12-06T03:50:01Z
74DA3895C3B8,33,2016-12-07T05:45:01Z
74DA3895C3B6,54,2016-12-06T03:45:01Z
74DA3895C3B4,32,2016-12-07T05:45:01Z
74DA3895C3B2,12,2016-12-07T05:45:01Z
74DA3895C3B0,53,2016-12-06T03:50:01Z
74DA3895C3AE,41,2016-12-07T05:45:01Z
74DA3895C3AC,36,2016-12-07T05:45:01Z
74DA3895C3A0,50,2016-12-06T03:45:01Z
74DA3895C39E,49,2016-12-07T05:45:01Z
74DA3895C39A,37,2016-12-02T12:55:00Z
74DA3895C398,54,2016-12-07T05:45:01Z
74DA3895C396,23,2016-12-07T05:45:01Z
74DA3895C394,37,2016-12-07T05:45:01Z
74DA3895C392,35,2016-12-07T05:45:01Z
74DA3895C38E,33,2016-12-07T05:45:01Z
74DA3895C38C,35,2016-12-07T05:45:01Z
74DA3895C38A,45,2016-12-07T05:45:01Z
74DA3895C376,36,2016-12-07T05:45:01Z
74DA3895C372,67,2016-12-07T05:45:01Z
74DA3895C36E,13,2016-12-07T04:30:00Z
74DA3895C36C,14,2016-12-07T04:30:00Z
74DA3895C368,45,2016-12-07T05:45:01Z
74DA3895C366,44,2016-12-07T05:45:01Z
74DA3895C362,36,2016-12-07T05:45:01Z
74DA3895C35E,40,2016-12-07T05:45:01Z
74DA3895C358,18,2016-11-30T09:45:00Z
74DA3895C356,83,2016-12-07T05:40:00Z
74DA3895C354,20,2016-12-07T05:45:01Z
74DA3895C348,37,2016-12-07T05:45:01Z
74DA3895C346,33,2016-12-07T05:45:01Z
74DA3895C344,36,2016-12-05T18:15:00Z
74DA3895C342,42,2016-12-04T11:40:00Z
74DA3895C33C,51,2016-12-06T03:20:00Z
74DA3895C33A,61,2016-12-06T03:05:00Z
74DA3895C338,48,2016-12-06T03:45:01Z
74DA3895C332,40,2016-12-04T01:55:00Z
74DA3895C330,17,2016-12-07T05:45:01Z
74DA3895C32A,13,2016-12-07T05:45:01Z
74DA3895C326,19,2016-12-07T05:45:01Z
74DA3895C324,30,2016-12-07T05:45:01Z
74DA3895C322,42,2016-12-07T05:45:01Z
74DA3895C320,49,2016-12-06T13:25:00Z
74DA3895C31E,37,2016-12-07T05:45:01Z
74DA3895C31C,30,2016-12-07T05:45:01Z
74DA3895C318,35,2016-12-07T05:45:01Z
74DA3895C314,35,2016-12-07T05:45:01Z
74DA3895C312,34,2016-12-07T05:45:01Z
74DA3895C30C,37,2016-12-07T05:45:01Z
74DA3895C30A,37,2016-12-07T05:45:01Z
74DA3895C308,35,2016-12-07T05:45:01Z
74DA3895C306,31,2016-12-07T05:45:01Z
74DA3895C304,36,2016-12-07T05:45:01Z
74DA3895C2FE,14,2016-12-07T05:45:01Z
74DA3895C2FC,3,2016-12-07T05:45:01Z
74DA3895C2FA,37,2016-12-07T05:45:01Z
74DA3895C2F8,34,2016-12-07T05:45:01Z
74DA3895C2F4,20,2016-12-07T05:45:01Z
74DA3895C2F2,32,2016-12-07T05:45:01Z
74DA3895C2F0,14,2016-12-07T05:45:01Z
74DA3895C2E8,13,2016-12-07T05:45:01Z
74DA3895C2E4,16,2016-12-07T05:45:01Z
74DA3895C2E2,4,2016-12-07T05:45:01Z
74DA3895C2DC,52,2016-12-07T05:45:01Z
74DA3895C2DA,5,2016-12-07T05:45:01Z
74DA3895C2D4,68,2016-12-07T05:45:01Z
74DA3895C2C4,32,2016-12-07T05:45:01Z
74DA3895C2C0,34,2016-12-07T05:45:01Z
74DA3895C2BE,39,2016-12-07T05:45:01Z
74DA3895C2BC,36,2016-12-07T05:45:01Z
74DA3895C2BA,28,2016-12-07T05:45:01Z
74DA3895C2B8,33,2016-12-07T05:45:01Z
74DA3895C2B6,19,2016-12-07T05:45:01Z
74DA3895C2B4,47,2016-12-07T05:45:01Z
74DA3895C2B2,42,2016-12-07T05:45:01Z
74DA3895C2B0,70,2016-12-07T05:45:01Z
74DA3895C2AE,38,2016-12-07T05:45:01Z
74DA3895C2AC,55,2016-12-06T03:50:01Z
74DA3895C2AA,37,2016-12-07T05:45:01Z
74DA3895C2A2,47,2016-12-07T05:45:01Z
74DA3895C2A0,54,2016-12-06T03:45:01Z
74DA3895C294,39,2016-12-07T05:45:01Z
74DA3895C292,40,2016-12-07T05:45:01Z
74DA3895C290,56,2016-12-06T03:45:01Z
74DA3895C28E,52,2016-12-06T03:50:01Z
74DA3895C286,55,2016-12-06T03:50:01Z
