28C2DDDD415C,120.755,23.741
28C2DDDD4242,121.531,25.105
28C2DDDD437C,121.601,25.073
28C2DDDD4380,121.535,25.103
28C2DDDD4575,121.451,25.062
28C2DDDD457E,121.516,25.061
28C2DDDD4597,121.572,25.083
